0.086,0.027,0.086,0.023,0.043,0.043,0.031,0.035,0.07,0.066,0.102,0.031,0.023,0.016,0.047,0.047,0.1218,0.1013
0.081,0.035,0.05,0.038,0.046,0.061,0.004,0.069,0.035,0.035,0.038,0.035,0.038,0.054,0.05,0.096,0.1226,0.1143
0.027,0.072,0.042,0.019,0.095,0.065,0.008,0.065,0.027,0.038,0.084,0.05,0.015,0.053,0.065,0.034,0.1364,0.1056
0.066,0.033,0.044,0.052,0.048,0.052,0.007,0.052,0.033,0.052,0.052,0.033,0.044,0.026,0.066,0.074,0.1474,0.1203
0.061,0.038,0.076,0.023,0.072,0.076,0.03,0.03,0.046,0.068,0.076,0.03,0.019,0.023,0.042,0.046,0.1297,0.1155
0.057,0.023,0.06,0.045,0.057,0.072,0.008,0.068,0.041,0.06,0.053,0.03,0.026,0.049,0.064,0.038,0.1311,0.1183
0.096,0.037,0.074,0.052,0.052,0.03,0.015,0.03,0.071,0.033,0.067,0.041,0.045,0.022,0.056,0.019,0.1469,0.1146
0.043,0.035,0.058,0.019,0.043,0.077,0.027,0.062,0.058,0.058,0.089,0.046,0.012,0.043,0.074,0.027,0.1232,0.1062
0.081,0.052,0.044,0.055,0.089,0.041,0.015,0.048,0.03,0.055,0.022,0.022,0.033,0.044,0.044,0.059,0.1484,0.1178
0.043,0.039,0.066,0.035,0.074,0.077,0.004,0.054,0.046,0.046,0.058,0.039,0.019,0.046,0.058,0.066,0.1265,0.1026
0.053,0.053,0.053,0.038,0.053,0.053,0.015,0.083,0.06,0.041,0.026,0.03,0.03,0.06,0.06,0.041,0.1329,0.12
0.026,0.052,0.037,0.041,0.074,0.074,0.03,0.056,0.026,0.048,0.052,0.041,0.03,0.056,0.052,0.045,0.1489,0.1103
0.023,0.046,0.073,0.019,0.066,0.058,0.042,0.07,0.07,0.085,0.081,0.012,0.004,0.042,0.054,0.023,0.1276,0.104
0.058,0.027,0.07,0.035,0.054,0.085,0.0,0.078,0.058,0.047,0.039,0.039,0.016,0.062,0.074,0.031,0.1222,0.1048
0.028,0.036,0.059,0.008,0.055,0.111,0.016,0.087,0.04,0.063,0.095,0.032,0.008,0.059,0.059,0.032,0.1126,0.0996
0.078,0.015,0.059,0.056,0.033,0.037,0.007,0.041,0.033,0.015,0.026,0.059,0.067,0.048,0.041,0.122,0.1424,0.1211
0.051,0.055,0.044,0.044,0.066,0.051,0.011,0.055,0.037,0.044,0.059,0.04,0.04,0.033,0.066,0.033,0.1552,0.1157
0.038,0.023,0.046,0.027,0.05,0.062,0.012,0.092,0.023,0.05,0.046,0.05,0.019,0.081,0.065,0.081,0.1229,0.1112
0.043,0.031,0.074,0.035,0.062,0.062,0.008,0.062,0.062,0.039,0.074,0.043,0.012,0.062,0.066,0.039,0.1202,0.1058
0.043,0.047,0.082,0.008,0.082,0.074,0.031,0.058,0.047,0.085,0.062,0.039,0.004,0.043,0.058,0.012,0.1363,0.0906
0.15,0.038,0.092,0.031,0.054,0.015,0.008,0.046,0.073,0.038,0.065,0.027,0.035,0.031,0.038,0.023,0.1203,0.1139
0.039,0.039,0.058,0.015,0.058,0.112,0.027,0.077,0.043,0.074,0.066,0.023,0.012,0.05,0.054,0.023,0.1181,0.1108
0.016,0.058,0.066,0.008,0.058,0.121,0.023,0.078,0.062,0.062,0.082,0.027,0.012,0.035,0.066,0.0,0.1227,0.1022
0.031,0.038,0.088,0.019,0.077,0.115,0.008,0.061,0.05,0.081,0.081,0.015,0.015,0.027,0.054,0.004,0.1219,0.1149
0.031,0.027,0.074,0.019,0.074,0.085,0.008,0.077,0.027,0.066,0.074,0.043,0.019,0.066,0.058,0.023,0.1291,0.1
0.016,0.039,0.055,0.02,0.063,0.13,0.039,0.063,0.047,0.075,0.075,0.024,0.004,0.051,0.055,0.027,0.1216,0.097
0.032,0.028,0.072,0.008,0.048,0.076,0.02,0.068,0.056,0.064,0.153,0.028,0.004,0.04,0.06,0.04,0.1053,0.0961
0.034,0.045,0.026,0.03,0.034,0.113,0.049,0.075,0.034,0.06,0.071,0.03,0.034,0.049,0.049,0.015,0.1352,0.1169
0.02,0.04,0.032,0.024,0.055,0.138,0.008,0.115,0.028,0.051,0.028,0.036,0.016,0.087,0.071,0.04,0.1231,0.0905
0.028,0.02,0.089,0.016,0.048,0.129,0.012,0.081,0.068,0.056,0.068,0.024,0.008,0.06,0.052,0.04,0.1017,0.0972
0.037,0.045,0.034,0.048,0.074,0.078,0.007,0.074,0.03,0.06,0.048,0.022,0.022,0.056,0.071,0.034,0.1387,0.1201
0.055,0.029,0.058,0.047,0.065,0.062,0.004,0.044,0.018,0.047,0.04,0.055,0.051,0.036,0.058,0.055,0.1543,0.1223
0.046,0.038,0.069,0.023,0.069,0.065,0.008,0.069,0.046,0.054,0.069,0.035,0.015,0.054,0.061,0.042,0.1236,0.1135
0.035,0.023,0.046,0.015,0.019,0.081,0.004,0.116,0.031,0.054,0.062,0.046,0.031,0.062,0.085,0.058,0.1225,0.111
0.007,0.081,0.04,0.015,0.106,0.095,0.092,0.022,0.011,0.114,0.059,0.022,0.018,0.026,0.015,0.007,0.1709,0.1001
0.059,0.059,0.048,0.045,0.089,0.067,0.0,0.063,0.026,0.03,0.041,0.033,0.037,0.063,0.041,0.037,0.1389,0.1214
0.023,0.026,0.038,0.049,0.072,0.12,0.019,0.06,0.026,0.053,0.026,0.049,0.011,0.075,0.072,0.03,0.1343,0.1163
0.069,0.033,0.044,0.047,0.036,0.018,0.025,0.065,0.044,0.055,0.04,0.051,0.04,0.04,0.084,0.033,0.1526,0.1239
0.054,0.054,0.054,0.027,0.05,0.08,0.027,0.077,0.054,0.05,0.027,0.015,0.031,0.054,0.038,0.073,0.1266,0.1121
0.012,0.031,0.063,0.016,0.043,0.137,0.016,0.098,0.043,0.063,0.059,0.024,0.027,0.063,0.047,0.039,0.1143,0.105
0.015,0.03,0.038,0.03,0.061,0.076,0.019,0.065,0.019,0.049,0.053,0.053,0.019,0.068,0.065,0.095,0.1338,0.1098
0.05,0.04,0.05,0.043,0.076,0.05,0.025,0.043,0.025,0.061,0.032,0.047,0.029,0.043,0.061,0.04,0.1536,0.1298
0.05,0.027,0.066,0.019,0.039,0.023,0.0,0.077,0.046,0.046,0.085,0.062,0.027,0.042,0.089,0.069,0.1266,0.1061
0.038,0.034,0.061,0.026,0.053,0.053,0.008,0.064,0.038,0.053,0.061,0.057,0.026,0.038,0.079,0.064,0.1377,0.1094
0.043,0.02,0.051,0.027,0.039,0.047,0.031,0.074,0.051,0.066,0.082,0.035,0.008,0.059,0.07,0.074,0.1164,0.1054
0.029,0.026,0.04,0.051,0.058,0.029,0.004,0.062,0.015,0.033,0.058,0.058,0.044,0.066,0.066,0.088,0.1498,0.1241
0.039,0.039,0.071,0.016,0.063,0.075,0.016,0.071,0.059,0.055,0.075,0.043,0.004,0.051,0.071,0.035,0.1188,0.0996
0.065,0.038,0.046,0.042,0.062,0.077,0.031,0.046,0.054,0.038,0.042,0.042,0.012,0.062,0.054,0.054,0.1277,0.1065
0.015,0.027,0.085,0.023,0.069,0.058,0.004,0.073,0.054,0.073,0.089,0.035,0.012,0.05,0.069,0.031,0.1267,0.106
0.055,0.07,0.078,0.018,0.078,0.044,0.015,0.055,0.055,0.044,0.026,0.044,0.033,0.03,0.052,0.037,0.1466,0.1173
0.038,0.034,0.076,0.008,0.065,0.05,0.027,0.057,0.042,0.073,0.095,0.05,0.011,0.046,0.057,0.031,0.1248,0.1157
0.052,0.033,0.074,0.03,0.056,0.033,0.033,0.048,0.048,0.056,0.071,0.052,0.033,0.045,0.048,0.026,0.1387,0.1229
0.072,0.047,0.043,0.04,0.04,0.04,0.007,0.072,0.018,0.018,0.018,0.051,0.072,0.058,0.036,0.087,0.1508,0.129
0.069,0.042,0.073,0.046,0.069,0.031,0.008,0.042,0.077,0.034,0.069,0.031,0.015,0.046,0.061,0.05,0.1254,0.1127
0.077,0.031,0.108,0.043,0.027,0.027,0.019,0.035,0.104,0.019,0.077,0.039,0.05,0.027,0.039,0.046,0.1256,0.1047
0.108,0.052,0.074,0.045,0.1,0.041,0.004,0.026,0.033,0.045,0.022,0.019,0.037,0.037,0.019,0.078,0.1391,0.1205
0.034,0.038,0.053,0.038,0.049,0.03,0.011,0.057,0.049,0.042,0.034,0.049,0.026,0.042,0.076,0.125,0.1314,0.1155
0.088,0.038,0.054,0.034,0.05,0.05,0.008,0.046,0.061,0.034,0.057,0.061,0.015,0.034,0.092,0.038,0.1299,0.1083
0.087,0.026,0.038,0.056,0.038,0.075,0.011,0.06,0.045,0.038,0.049,0.034,0.038,0.041,0.068,0.045,0.1323,0.1189
0.046,0.019,0.084,0.042,0.065,0.061,0.015,0.05,0.057,0.053,0.038,0.046,0.019,0.057,0.061,0.046,0.13,0.1119
0.03,0.034,0.079,0.023,0.045,0.056,0.011,0.071,0.053,0.053,0.038,0.041,0.038,0.041,0.056,0.079,0.1306,0.1232
0.085,0.039,0.082,0.035,0.078,0.058,0.019,0.05,0.058,0.035,0.058,0.035,0.019,0.074,0.027,0.019,0.1147,0.1129
0.03,0.019,0.059,0.041,0.056,0.052,0.011,0.056,0.037,0.067,0.067,0.052,0.026,0.037,0.085,0.044,0.1468,0.1159
0.036,0.05,0.069,0.05,0.054,0.022,0.0,0.058,0.043,0.025,0.018,0.05,0.072,0.04,0.047,0.083,0.1621,0.1201
0.078,0.048,0.056,0.056,0.06,0.011,0.004,0.052,0.056,0.019,0.048,0.034,0.045,0.045,0.048,0.082,0.1361,0.1216
0.086,0.038,0.068,0.041,0.03,0.038,0.011,0.064,0.056,0.019,0.041,0.049,0.064,0.049,0.045,0.049,0.1387,0.1148
0.063,0.036,0.047,0.036,0.063,0.075,0.0,0.075,0.043,0.028,0.075,0.047,0.012,0.079,0.067,0.039,0.1175,0.0971
0.03,0.019,0.057,0.046,0.053,0.046,0.019,0.065,0.049,0.053,0.053,0.046,0.019,0.065,0.072,0.065,0.1336,0.1112
0.09,0.054,0.054,0.061,0.068,0.018,0.0,0.054,0.036,0.029,0.029,0.029,0.068,0.036,0.039,0.05,0.1577,0.1281
0.03,0.026,0.083,0.019,0.072,0.095,0.0,0.034,0.023,0.049,0.083,0.061,0.034,0.03,0.049,0.064,0.1265,0.1206
0.012,0.031,0.058,0.008,0.07,0.12,0.016,0.089,0.023,0.093,0.078,0.027,0.004,0.054,0.066,0.023,0.1228,0.1046
0.019,0.034,0.05,0.015,0.05,0.103,0.011,0.084,0.038,0.069,0.08,0.031,0.015,0.038,0.077,0.046,0.1224,0.1149
0.026,0.068,0.057,0.023,0.068,0.064,0.026,0.079,0.053,0.049,0.053,0.034,0.026,0.057,0.053,0.015,0.1366,0.112
0.015,0.034,0.061,0.023,0.061,0.095,0.019,0.064,0.042,0.087,0.102,0.026,0.015,0.026,0.072,0.011,0.1292,0.1183
0.076,0.028,0.121,0.024,0.052,0.044,0.008,0.044,0.105,0.032,0.101,0.04,0.016,0.048,0.048,0.012,0.1064,0.0929
0.057,0.084,0.053,0.008,0.118,0.088,0.011,0.057,0.019,0.053,0.061,0.031,0.008,0.046,0.042,0.023,0.1315,0.1097
0.044,0.04,0.068,0.016,0.068,0.149,0.0,0.068,0.04,0.04,0.085,0.028,0.016,0.06,0.04,0.036,0.103,0.0963
0.057,0.031,0.107,0.027,0.069,0.027,0.015,0.015,0.08,0.057,0.122,0.042,0.019,0.011,0.054,0.027,0.1289,0.1094
0.053,0.045,0.091,0.034,0.075,0.034,0.015,0.03,0.072,0.041,0.06,0.064,0.023,0.038,0.068,0.008,0.1457,0.1037
0.053,0.049,0.083,0.015,0.068,0.053,0.004,0.056,0.041,0.056,0.086,0.038,0.038,0.019,0.049,0.041,0.1342,0.1184
0.037,0.037,0.041,0.052,0.044,0.044,0.015,0.056,0.041,0.026,0.033,0.052,0.048,0.048,0.063,0.1,0.1451,0.1171
0.052,0.041,0.09,0.041,0.075,0.071,0.007,0.034,0.06,0.049,0.064,0.03,0.037,0.026,0.041,0.026,0.1366,0.1175
0.042,0.031,0.061,0.019,0.054,0.096,0.05,0.038,0.042,0.084,0.08,0.031,0.015,0.027,0.046,0.046,0.1273,0.1116
0.053,0.042,0.069,0.03,0.069,0.061,0.023,0.057,0.053,0.072,0.076,0.019,0.019,0.034,0.057,0.023,0.1337,0.1089
0.029,0.182,0.025,0.036,0.197,0.106,0.007,0.022,0.015,0.022,0.004,0.007,0.036,0.022,0.007,0.007,0.1919,0.0834
0.022,0.048,0.082,0.019,0.078,0.063,0.004,0.048,0.045,0.052,0.052,0.063,0.026,0.03,0.078,0.03,0.1423,0.1197
0.033,0.074,0.059,0.033,0.097,0.037,0.03,0.037,0.045,0.063,0.041,0.045,0.026,0.022,0.067,0.03,0.1706,0.0907
0.058,0.029,0.04,0.069,0.058,0.026,0.0,0.058,0.04,0.04,0.029,0.036,0.04,0.044,0.08,0.077,0.1501,0.1247
0.047,0.047,0.058,0.027,0.062,0.07,0.016,0.101,0.039,0.047,0.023,0.016,0.027,0.086,0.031,0.078,0.123,0.1015
0.053,0.046,0.08,0.038,0.091,0.038,0.0,0.042,0.05,0.046,0.061,0.038,0.023,0.038,0.053,0.061,0.1383,0.1036
0.041,0.049,0.049,0.034,0.041,0.023,0.015,0.071,0.06,0.049,0.071,0.049,0.03,0.03,0.094,0.041,0.1452,0.1083
0.068,0.034,0.049,0.03,0.034,0.023,0.004,0.079,0.049,0.042,0.045,0.049,0.03,0.042,0.087,0.087,0.1342,0.1143
0.056,0.052,0.06,0.048,0.078,0.071,0.004,0.034,0.052,0.03,0.048,0.041,0.03,0.034,0.06,0.045,0.1398,0.1185
0.066,0.039,0.051,0.027,0.039,0.063,0.02,0.055,0.051,0.023,0.047,0.043,0.027,0.051,0.047,0.129,0.1153,0.1064
0.019,0.027,0.031,0.035,0.054,0.077,0.015,0.077,0.027,0.046,0.054,0.054,0.012,0.073,0.077,0.088,0.1267,0.1079
0.055,0.037,0.051,0.091,0.077,0.026,0.018,0.029,0.058,0.033,0.026,0.022,0.044,0.058,0.04,0.062,0.1552,0.1181
0.085,0.028,0.085,0.012,0.049,0.085,0.004,0.085,0.061,0.057,0.077,0.024,0.016,0.053,0.053,0.032,0.1073,0.0883
0.061,0.057,0.068,0.027,0.076,0.045,0.011,0.072,0.049,0.053,0.049,0.027,0.027,0.049,0.045,0.038,0.1324,0.1135
0.042,0.053,0.057,0.026,0.06,0.049,0.015,0.087,0.045,0.053,0.068,0.026,0.026,0.057,0.057,0.03,0.1317,0.1169
0.023,0.035,0.073,0.015,0.058,0.065,0.008,0.081,0.046,0.069,0.092,0.035,0.023,0.042,0.069,0.031,0.1253,0.109
0.008,0.035,0.039,0.019,0.062,0.1,0.035,0.077,0.027,0.077,0.112,0.027,0.004,0.062,0.058,0.027,0.1195,0.1123
0.024,0.043,0.051,0.031,0.067,0.118,0.008,0.102,0.047,0.055,0.047,0.012,0.012,0.082,0.055,0.027,0.1143,0.1051
0.039,0.031,0.089,0.023,0.073,0.066,0.015,0.05,0.058,0.066,0.073,0.035,0.015,0.042,0.05,0.042,0.1222,0.1109
0.023,0.02,0.059,0.016,0.047,0.105,0.035,0.082,0.027,0.078,0.098,0.023,0.02,0.063,0.039,0.043,0.1153,0.1073
0.052,0.036,0.072,0.036,0.048,0.08,0.0,0.088,0.084,0.036,0.056,0.016,0.012,0.064,0.06,0.056,0.1059,0.0997
0.057,0.076,0.061,0.023,0.106,0.079,0.008,0.057,0.03,0.049,0.034,0.023,0.019,0.045,0.034,0.053,0.1352,0.1122
0.07,0.035,0.062,0.023,0.066,0.109,0.012,0.062,0.035,0.05,0.05,0.035,0.019,0.054,0.047,0.043,0.1212,0.1062
0.078,0.018,0.07,0.063,0.052,0.041,0.015,0.037,0.059,0.048,0.052,0.033,0.044,0.033,0.055,0.037,0.1439,0.1209
0.079,0.068,0.045,0.041,0.072,0.049,0.004,0.072,0.038,0.03,0.03,0.015,0.041,0.049,0.038,0.079,0.1372,0.1123
0.027,0.058,0.039,0.019,0.082,0.124,0.023,0.085,0.019,0.039,0.047,0.035,0.019,0.093,0.031,0.031,0.1217,0.1056
0.015,0.023,0.069,0.023,0.046,0.05,0.019,0.057,0.046,0.069,0.114,0.057,0.019,0.031,0.088,0.034,0.1353,0.1055
0.023,0.047,0.062,0.019,0.058,0.082,0.019,0.066,0.062,0.07,0.109,0.027,0.008,0.027,0.078,0.016,0.1257,0.1016
0.058,0.043,0.066,0.039,0.058,0.066,0.0,0.073,0.05,0.015,0.046,0.043,0.039,0.07,0.046,0.058,0.1273,0.1034
0.046,0.038,0.057,0.03,0.038,0.061,0.004,0.099,0.038,0.034,0.038,0.03,0.053,0.068,0.042,0.08,0.1286,0.1165
0.153,0.05,0.061,0.038,0.046,0.023,0.015,0.042,0.069,0.023,0.042,0.038,0.034,0.031,0.053,0.042,0.129,0.1117
0.059,0.027,0.071,0.024,0.039,0.051,0.0,0.051,0.059,0.039,0.11,0.043,0.024,0.024,0.075,0.086,0.1121,0.1076
0.036,0.022,0.069,0.04,0.051,0.011,0.018,0.054,0.036,0.058,0.051,0.058,0.043,0.043,0.065,0.065,0.1525,0.1263
0.057,0.03,0.11,0.042,0.057,0.023,0.015,0.03,0.091,0.042,0.061,0.038,0.03,0.034,0.046,0.049,0.1302,0.1148
0.023,0.019,0.058,0.027,0.047,0.074,0.019,0.062,0.043,0.047,0.086,0.062,0.012,0.062,0.074,0.058,0.1203,0.1039
0.085,0.044,0.07,0.052,0.059,0.011,0.015,0.044,0.059,0.03,0.041,0.044,0.048,0.044,0.048,0.041,0.1474,0.1176
0.031,0.043,0.075,0.024,0.051,0.043,0.008,0.094,0.075,0.039,0.083,0.028,0.02,0.071,0.055,0.043,0.1158,0.1007
0.06,0.041,0.041,0.064,0.037,0.015,0.004,0.06,0.071,0.015,0.026,0.052,0.037,0.045,0.094,0.082,0.1469,0.1075
0.035,0.043,0.047,0.031,0.051,0.102,0.004,0.071,0.047,0.027,0.035,0.031,0.02,0.059,0.055,0.122,0.1091,0.1094
0.045,0.023,0.045,0.03,0.045,0.049,0.0,0.094,0.015,0.023,0.015,0.072,0.038,0.094,0.064,0.098,0.127,0.121
0.03,0.03,0.037,0.037,0.03,0.044,0.0,0.1,0.022,0.03,0.022,0.07,0.052,0.066,0.085,0.081,0.1484,0.1176
0.072,0.026,0.068,0.042,0.06,0.042,0.004,0.06,0.038,0.042,0.034,0.049,0.034,0.057,0.06,0.064,0.1351,0.1139
0.046,0.031,0.054,0.042,0.034,0.061,0.004,0.061,0.069,0.042,0.08,0.038,0.023,0.031,0.092,0.054,0.126,0.1117
0.106,0.027,0.08,0.053,0.046,0.053,0.0,0.046,0.064,0.034,0.038,0.027,0.049,0.034,0.046,0.053,0.1286,0.1165
0.097,0.056,0.067,0.041,0.074,0.037,0.0,0.056,0.03,0.034,0.011,0.03,0.056,0.045,0.026,0.082,0.1447,0.1142
0.1,0.041,0.045,0.071,0.074,0.026,0.0,0.041,0.033,0.015,0.019,0.033,0.048,0.056,0.041,0.097,0.145,0.1155
0.075,0.06,0.06,0.037,0.086,0.045,0.011,0.064,0.045,0.045,0.026,0.03,0.026,0.056,0.049,0.03,0.1405,0.1133
0.039,0.047,0.063,0.035,0.074,0.059,0.023,0.047,0.067,0.051,0.09,0.023,0.004,0.051,0.051,0.055,0.1194,0.1016
0.093,0.049,0.034,0.056,0.06,0.067,0.0,0.063,0.026,0.019,0.015,0.022,0.052,0.06,0.034,0.093,0.1355,0.1214
0.1,0.041,0.063,0.037,0.056,0.022,0.015,0.03,0.045,0.03,0.086,0.063,0.037,0.033,0.06,0.022,0.1425,0.1169
0.043,0.05,0.054,0.05,0.054,0.022,0.011,0.061,0.036,0.029,0.022,0.047,0.065,0.047,0.047,0.079,0.1582,0.1261
0.068,0.072,0.038,0.038,0.06,0.068,0.008,0.083,0.049,0.026,0.026,0.026,0.034,0.057,0.057,0.041,0.1314,0.1179
0.077,0.036,0.047,0.055,0.077,0.033,0.007,0.04,0.029,0.036,0.033,0.055,0.033,0.055,0.066,0.047,0.1485,0.1263
0.107,0.046,0.057,0.05,0.057,0.038,0.008,0.034,0.061,0.011,0.046,0.042,0.038,0.042,0.05,0.073,0.1299,0.1107
0.046,0.023,0.065,0.035,0.035,0.042,0.015,0.062,0.069,0.05,0.081,0.046,0.015,0.039,0.089,0.054,0.1249,0.1085
0.094,0.056,0.079,0.038,0.09,0.056,0.004,0.038,0.045,0.041,0.045,0.023,0.038,0.034,0.026,0.041,0.1364,0.1155
0.055,0.043,0.055,0.027,0.055,0.062,0.019,0.082,0.039,0.031,0.043,0.035,0.035,0.082,0.031,0.082,0.1223,0.103
0.057,0.057,0.03,0.053,0.087,0.129,0.008,0.061,0.027,0.027,0.027,0.019,0.027,0.072,0.034,0.042,0.1276,0.1173
0.011,0.056,0.041,0.022,0.063,0.075,0.034,0.071,0.041,0.071,0.067,0.034,0.015,0.041,0.071,0.03,0.1366,0.1217
0.023,0.05,0.031,0.031,0.061,0.092,0.004,0.088,0.031,0.057,0.076,0.038,0.019,0.05,0.092,0.019,0.1392,0.1011
0.031,0.039,0.073,0.019,0.054,0.07,0.004,0.073,0.058,0.046,0.077,0.05,0.019,0.046,0.077,0.031,0.1216,0.1096
0.133,0.046,0.069,0.03,0.069,0.046,0.004,0.05,0.046,0.038,0.057,0.042,0.034,0.034,0.053,0.008,0.1321,0.1099
0.023,0.042,0.072,0.034,0.053,0.072,0.004,0.072,0.053,0.046,0.046,0.034,0.038,0.046,0.057,0.064,0.1354,0.1099
0.032,0.039,0.083,0.012,0.055,0.028,0.004,0.051,0.067,0.043,0.173,0.059,0.008,0.028,0.083,0.02,0.1125,0.1038
0.045,0.049,0.038,0.03,0.045,0.072,0.015,0.064,0.045,0.034,0.057,0.053,0.026,0.041,0.079,0.057,0.1344,0.115
0.055,0.012,0.106,0.02,0.051,0.024,0.008,0.039,0.083,0.051,0.13,0.059,0.008,0.035,0.075,0.028,0.1137,0.1031
0.067,0.041,0.052,0.045,0.071,0.082,0.015,0.045,0.034,0.03,0.034,0.056,0.037,0.06,0.048,0.026,0.141,0.1177
0.029,0.044,0.026,0.048,0.048,0.048,0.037,0.062,0.033,0.055,0.055,0.051,0.037,0.051,0.073,0.033,0.1583,0.1114
0.042,0.039,0.065,0.015,0.058,0.096,0.015,0.073,0.054,0.073,0.065,0.031,0.008,0.031,0.077,0.023,0.1227,0.111
0.015,0.042,0.053,0.015,0.064,0.094,0.019,0.072,0.038,0.076,0.053,0.045,0.008,0.038,0.091,0.03,0.1345,0.1139
0.012,0.032,0.048,0.008,0.055,0.135,0.052,0.083,0.036,0.091,0.087,0.02,0.0,0.063,0.048,0.02,0.1148,0.0966
0.022,0.03,0.052,0.045,0.056,0.06,0.004,0.067,0.045,0.056,0.075,0.041,0.026,0.045,0.082,0.037,0.1392,0.1161
0.024,0.032,0.075,0.02,0.048,0.055,0.004,0.087,0.063,0.04,0.075,0.051,0.012,0.067,0.079,0.055,0.1145,0.0974
0.088,0.066,0.022,0.048,0.059,0.07,0.007,0.059,0.026,0.022,0.026,0.037,0.055,0.033,0.055,0.059,0.151,0.1193
