0.132,0.064,0.091,0.055,0.123,0.05,0.005,0.032,0.041,0.055,0.027,0.023,0.045,0.045,0.023,0.095,0.0959
0.041,0.046,0.064,0.046,0.059,0.037,0.014,0.069,0.059,0.05,0.041,0.059,0.032,0.05,0.091,0.151,0.0905
0.105,0.046,0.064,0.041,0.06,0.06,0.009,0.055,0.073,0.041,0.069,0.073,0.018,0.041,0.11,0.046,0.0876
0.105,0.032,0.046,0.069,0.046,0.091,0.014,0.073,0.055,0.046,0.059,0.041,0.046,0.05,0.082,0.055,0.09
0.055,0.023,0.101,0.05,0.078,0.073,0.018,0.06,0.069,0.064,0.046,0.055,0.023,0.069,0.073,0.055,0.089
0.037,0.041,0.096,0.027,0.055,0.069,0.014,0.087,0.064,0.064,0.046,0.05,0.046,0.05,0.069,0.096,0.0905
0.102,0.046,0.097,0.042,0.093,0.07,0.023,0.06,0.07,0.042,0.07,0.042,0.023,0.088,0.032,0.023,0.0772
0.036,0.023,0.072,0.05,0.068,0.063,0.014,0.068,0.045,0.081,0.081,0.063,0.032,0.045,0.104,0.054,0.1029
0.045,0.062,0.085,0.062,0.067,0.027,0.0,0.071,0.054,0.031,0.022,0.062,0.089,0.049,0.058,0.103,0.1117
0.096,0.059,0.068,0.068,0.073,0.014,0.005,0.064,0.068,0.023,0.059,0.041,0.055,0.055,0.059,0.1,0.0918
0.105,0.046,0.082,0.05,0.036,0.046,0.014,0.077,0.068,0.023,0.05,0.059,0.077,0.059,0.055,0.059,0.0933
0.074,0.042,0.056,0.042,0.074,0.088,0.0,0.088,0.051,0.032,0.088,0.056,0.014,0.093,0.079,0.046,0.0772
0.037,0.023,0.068,0.055,0.064,0.055,0.023,0.078,0.059,0.064,0.064,0.055,0.023,0.078,0.087,0.078,0.0918
0.112,0.067,0.067,0.076,0.085,0.022,0.0,0.067,0.045,0.036,0.036,0.036,0.085,0.045,0.049,0.063,0.1091
0.037,0.032,0.101,0.023,0.087,0.115,0.0,0.041,0.028,0.06,0.101,0.073,0.041,0.037,0.06,0.078,0.0869
0.014,0.037,0.069,0.009,0.083,0.142,0.018,0.106,0.028,0.11,0.092,0.032,0.005,0.064,0.078,0.028,0.0864
0.023,0.041,0.06,0.018,0.06,0.124,0.014,0.101,0.046,0.083,0.097,0.037,0.018,0.046,0.092,0.055,0.0851
0.032,0.082,0.068,0.027,0.082,0.077,0.032,0.096,0.064,0.059,0.064,0.041,0.032,0.068,0.064,0.018,0.0947
0.018,0.041,0.073,0.027,0.073,0.114,0.023,0.078,0.05,0.105,0.123,0.032,0.018,0.032,0.087,0.014,0.0918
0.089,0.033,0.14,0.028,0.061,0.051,0.009,0.051,0.122,0.037,0.117,0.047,0.019,0.056,0.056,0.014,0.0695
0.068,0.1,0.064,0.009,0.142,0.105,0.014,0.068,0.023,0.064,0.073,0.037,0.009,0.055,0.05,0.027,0.0913
0.052,0.047,0.08,0.019,0.08,0.173,0.0,0.08,0.047,0.047,0.098,0.033,0.019,0.07,0.047,0.042,0.0679
0.069,0.037,0.128,0.032,0.082,0.032,0.018,0.018,0.096,0.069,0.147,0.05,0.023,0.014,0.064,0.032,0.0889
0.063,0.054,0.109,0.041,0.09,0.041,0.018,0.036,0.086,0.05,0.072,0.077,0.027,0.045,0.081,0.009,0.0999
0.064,0.059,0.1,0.018,0.082,0.064,0.005,0.068,0.05,0.068,0.105,0.046,0.046,0.023,0.059,0.05,0.0933
0.045,0.045,0.05,0.063,0.054,0.054,0.018,0.068,0.05,0.032,0.041,0.063,0.059,0.059,0.077,0.122,0.0991
0.064,0.05,0.109,0.05,0.091,0.086,0.009,0.041,0.073,0.059,0.077,0.036,0.046,0.032,0.05,0.032,0.0941
0.05,0.037,0.073,0.023,0.064,0.114,0.059,0.046,0.05,0.101,0.096,0.037,0.018,0.032,0.055,0.055,0.0905
0.064,0.05,0.082,0.036,0.082,0.073,0.027,0.068,0.064,0.087,0.091,0.023,0.023,0.041,0.068,0.027,0.0936
0.035,0.218,0.031,0.044,0.236,0.127,0.009,0.026,0.017,0.026,0.004,0.009,0.044,0.026,0.009,0.009,0.1308
0.027,0.059,0.1,0.023,0.095,0.077,0.005,0.059,0.054,0.063,0.063,0.077,0.032,0.036,0.095,0.036,0.0997
0.04,0.089,0.071,0.04,0.115,0.044,0.035,0.044,0.053,0.075,0.049,0.053,0.031,0.027,0.08,0.035,0.1185
0.072,0.036,0.05,0.086,0.072,0.032,0.0,0.072,0.05,0.05,0.036,0.045,0.05,0.054,0.099,0.095,0.1042
0.055,0.055,0.069,0.032,0.074,0.083,0.018,0.12,0.046,0.055,0.028,0.018,0.032,0.101,0.037,0.092,0.0826
0.064,0.055,0.096,0.046,0.109,0.046,0.0,0.05,0.059,0.055,0.073,0.046,0.027,0.046,0.064,0.073,0.094
0.05,0.059,0.059,0.041,0.05,0.027,0.018,0.086,0.072,0.059,0.086,0.059,0.036,0.036,0.113,0.05,0.1007
0.082,0.041,0.059,0.037,0.041,0.027,0.005,0.096,0.059,0.05,0.055,0.059,0.037,0.05,0.105,0.105,0.0915
0.068,0.064,0.073,0.059,0.095,0.086,0.005,0.041,0.064,0.036,0.059,0.05,0.036,0.041,0.073,0.055,0.0954
0.079,0.046,0.06,0.032,0.046,0.074,0.023,0.065,0.06,0.028,0.056,0.051,0.032,0.06,0.056,0.153,0.0765
0.023,0.032,0.037,0.041,0.064,0.092,0.018,0.092,0.032,0.055,0.064,0.064,0.014,0.087,0.092,0.106,0.0867
0.067,0.045,0.063,0.112,0.094,0.031,0.022,0.036,0.072,0.04,0.031,0.027,0.054,0.072,0.049,0.076,0.1069
0.098,0.033,0.098,0.014,0.056,0.098,0.005,0.098,0.07,0.065,0.089,0.028,0.019,0.061,0.061,0.037,0.0713
0.073,0.068,0.082,0.032,0.091,0.055,0.014,0.087,0.059,0.064,0.059,0.032,0.032,0.059,0.055,0.046,0.0916
0.05,0.064,0.069,0.032,0.073,0.059,0.018,0.105,0.055,0.064,0.082,0.032,0.032,0.069,0.069,0.037,0.0911
0.028,0.041,0.087,0.018,0.069,0.078,0.009,0.096,0.055,0.083,0.11,0.041,0.028,0.05,0.083,0.037,0.0867
0.009,0.041,0.046,0.023,0.074,0.12,0.041,0.092,0.032,0.092,0.134,0.032,0.005,0.074,0.069,0.032,0.0838
0.028,0.051,0.06,0.037,0.079,0.139,0.009,0.121,0.056,0.065,0.056,0.014,0.014,0.097,0.065,0.032,0.0772
0.046,0.037,0.106,0.028,0.087,0.078,0.018,0.06,0.069,0.078,0.087,0.041,0.018,0.051,0.06,0.051,0.0845
0.028,0.023,0.069,0.018,0.055,0.125,0.042,0.097,0.032,0.092,0.116,0.028,0.023,0.074,0.046,0.051,0.0799
0.061,0.042,0.084,0.042,0.056,0.094,0.0,0.103,0.098,0.042,0.065,0.019,0.014,0.075,0.07,0.065,0.0691
0.068,0.091,0.073,0.027,0.128,0.096,0.009,0.068,0.036,0.059,0.041,0.027,0.023,0.055,0.041,0.064,0.0933
0.083,0.042,0.074,0.028,0.078,0.129,0.014,0.074,0.042,0.06,0.06,0.042,0.023,0.065,0.055,0.051,0.0824
0.095,0.023,0.086,0.077,0.063,0.05,0.018,0.045,0.072,0.059,0.063,0.041,0.054,0.041,0.068,0.045,0.0997
0.096,0.082,0.055,0.05,0.087,0.059,0.005,0.087,0.046,0.036,0.036,0.018,0.05,0.059,0.046,0.096,0.0925
0.032,0.069,0.046,0.023,0.097,0.148,0.028,0.101,0.023,0.046,0.055,0.042,0.023,0.111,0.037,0.037,0.0823
0.018,0.027,0.082,0.027,0.055,0.059,0.023,0.068,0.055,0.082,0.137,0.068,0.023,0.036,0.105,0.041,0.0941
0.028,0.055,0.073,0.023,0.069,0.096,0.023,0.078,0.073,0.083,0.128,0.032,0.009,0.032,0.092,0.018,0.087
0.069,0.051,0.078,0.046,0.069,0.078,0.0,0.087,0.06,0.018,0.055,0.051,0.046,0.083,0.055,0.069,0.0837
0.055,0.046,0.069,0.037,0.046,0.073,0.005,0.119,0.046,0.041,0.046,0.037,0.064,0.083,0.05,0.096,0.0868
0.184,0.06,0.073,0.046,0.055,0.028,0.018,0.05,0.083,0.028,0.05,0.046,0.041,0.037,0.064,0.05,0.0865
0.07,0.033,0.084,0.028,0.046,0.06,0.0,0.06,0.07,0.046,0.13,0.051,0.028,0.028,0.088,0.102,0.075
0.045,0.027,0.085,0.049,0.063,0.013,0.022,0.067,0.045,0.072,0.063,0.072,0.054,0.054,0.081,0.081,0.1081
0.069,0.037,0.133,0.05,0.069,0.027,0.018,0.037,0.11,0.05,0.073,0.046,0.037,0.041,0.055,0.06,0.0885
0.028,0.023,0.069,0.032,0.055,0.088,0.023,0.074,0.051,0.055,0.102,0.074,0.014,0.074,0.088,0.069,0.0816
0.104,0.054,0.086,0.063,0.072,0.014,0.018,0.054,0.072,0.036,0.05,0.054,0.059,0.054,0.059,0.05,0.1009
0.037,0.051,0.088,0.028,0.06,0.051,0.009,0.111,0.088,0.046,0.097,0.032,0.023,0.084,0.065,0.051,0.0768
0.072,0.05,0.05,0.077,0.045,0.018,0.005,0.072,0.086,0.018,0.032,0.063,0.045,0.054,0.113,0.1,0.0983
0.042,0.051,0.056,0.037,0.061,0.121,0.005,0.084,0.056,0.033,0.042,0.037,0.023,0.07,0.065,0.145,0.0719
0.055,0.028,0.055,0.037,0.055,0.06,0.0,0.115,0.018,0.028,0.018,0.087,0.046,0.115,0.078,0.119,0.0856
0.036,0.036,0.045,0.045,0.036,0.054,0.0,0.122,0.027,0.036,0.027,0.086,0.063,0.081,0.104,0.099,0.1015
0.087,0.032,0.082,0.05,0.073,0.05,0.005,0.073,0.046,0.05,0.041,0.059,0.041,0.068,0.073,0.078,0.0923
0.055,0.037,0.064,0.051,0.041,0.074,0.005,0.074,0.083,0.051,0.097,0.046,0.028,0.037,0.11,0.064,0.0854
0.129,0.032,0.096,0.064,0.055,0.064,0.0,0.055,0.078,0.041,0.046,0.032,0.06,0.041,0.055,0.064,0.0865
0.118,0.068,0.082,0.05,0.091,0.045,0.0,0.068,0.036,0.041,0.014,0.036,0.068,0.054,0.032,0.1,0.0987
0.122,0.05,0.054,0.086,0.091,0.032,0.0,0.05,0.041,0.018,0.023,0.041,0.059,0.068,0.05,0.118,0.0973
0.091,0.073,0.073,0.045,0.104,0.054,0.014,0.077,0.054,0.054,0.032,0.036,0.032,0.068,0.059,0.036,0.0971
0.046,0.055,0.074,0.042,0.088,0.069,0.028,0.055,0.078,0.06,0.106,0.028,0.005,0.06,0.06,0.065,0.0814
0.114,0.059,0.041,0.069,0.073,0.082,0.0,0.078,0.032,0.023,0.018,0.027,0.064,0.073,0.041,0.114,0.0912
0.122,0.05,0.077,0.045,0.068,0.027,0.018,0.036,0.054,0.036,0.104,0.077,0.045,0.041,0.073,0.027,0.0979
0.054,0.063,0.067,0.063,0.067,0.027,0.013,0.076,0.045,0.036,0.027,0.058,0.081,0.058,0.058,0.098,0.1098
0.082,0.087,0.046,0.046,0.073,0.082,0.009,0.101,0.06,0.032,0.032,0.032,0.041,0.069,0.069,0.05,0.0891
0.095,0.045,0.059,0.068,0.095,0.041,0.009,0.05,0.036,0.045,0.041,0.068,0.041,0.068,0.081,0.059,0.1034
0.129,0.055,0.069,0.06,0.069,0.046,0.009,0.041,0.073,0.014,0.055,0.051,0.046,0.051,0.06,0.087,0.0862
0.055,0.028,0.078,0.041,0.041,0.051,0.018,0.074,0.083,0.06,0.097,0.055,0.018,0.046,0.106,0.064,0.0851
0.114,0.068,0.096,0.046,0.109,0.068,0.005,0.046,0.055,0.05,0.055,0.027,0.046,0.041,0.032,0.05,0.0932
0.065,0.051,0.065,0.032,0.065,0.074,0.023,0.097,0.046,0.037,0.051,0.042,0.042,0.097,0.037,0.097,0.0814
0.069,0.069,0.037,0.064,0.106,0.156,0.009,0.073,0.032,0.032,0.032,0.023,0.032,0.087,0.041,0.051,0.086
0.014,0.068,0.05,0.027,0.077,0.091,0.041,0.086,0.05,0.086,0.082,0.041,0.018,0.05,0.086,0.036,0.0973
0.027,0.059,0.036,0.036,0.073,0.109,0.005,0.105,0.036,0.068,0.091,0.045,0.023,0.059,0.109,0.023,0.0951
0.037,0.046,0.088,0.023,0.065,0.083,0.005,0.088,0.069,0.055,0.092,0.06,0.023,0.055,0.092,0.037,0.0825
0.16,0.055,0.082,0.037,0.082,0.055,0.005,0.059,0.055,0.046,0.069,0.05,0.041,0.041,0.064,0.009,0.0896
0.027,0.05,0.087,0.041,0.064,0.087,0.005,0.087,0.064,0.055,0.055,0.041,0.046,0.055,0.068,0.078,0.092
0.037,0.046,0.097,0.014,0.065,0.032,0.005,0.06,0.079,0.051,0.204,0.07,0.009,0.032,0.097,0.023,0.0762
0.055,0.059,0.046,0.037,0.055,0.087,0.018,0.078,0.055,0.041,0.068,0.064,0.032,0.05,0.096,0.068,0.0917
0.065,0.014,0.125,0.023,0.06,0.028,0.009,0.046,0.097,0.06,0.153,0.07,0.009,0.042,0.088,0.032,0.0767
0.082,0.05,0.064,0.054,0.086,0.1,0.018,0.054,0.041,0.036,0.041,0.068,0.045,0.073,0.059,0.032,0.0966
0.036,0.054,0.031,0.058,0.058,0.058,0.045,0.076,0.04,0.067,0.067,0.063,0.045,0.063,0.089,0.04,0.1109
0.051,0.046,0.078,0.018,0.069,0.115,0.018,0.087,0.064,0.087,0.078,0.037,0.009,0.037,0.092,0.028,0.0855
0.018,0.05,0.064,0.018,0.077,0.114,0.023,0.086,0.045,0.091,0.064,0.055,0.009,0.045,0.109,0.036,0.0953
0.014,0.037,0.055,0.009,0.065,0.157,0.06,0.097,0.042,0.106,0.102,0.023,0.0,0.074,0.055,0.023,0.0808
0.027,0.036,0.064,0.054,0.068,0.073,0.005,0.082,0.054,0.068,0.091,0.05,0.032,0.054,0.1,0.045,0.0963
0.028,0.037,0.088,0.023,0.056,0.065,0.005,0.102,0.074,0.046,0.088,0.06,0.014,0.079,0.093,0.065,0.0763
0.108,0.081,0.027,0.059,0.072,0.086,0.009,0.072,0.032,0.027,0.032,0.045,0.068,0.041,0.068,0.072,0.1036
0.051,0.046,0.083,0.018,0.078,0.101,0.018,0.092,0.051,0.065,0.074,0.046,0.018,0.078,0.06,0.037,0.0828
0.065,0.042,0.112,0.009,0.084,0.117,0.014,0.084,0.065,0.07,0.103,0.019,0.014,0.07,0.028,0.033,0.0695
0.118,0.033,0.08,0.024,0.056,0.094,0.009,0.061,0.066,0.052,0.056,0.028,0.014,0.042,0.056,0.146,0.0646
0.092,0.041,0.115,0.032,0.069,0.046,0.009,0.055,0.092,0.051,0.073,0.06,0.028,0.037,0.083,0.032,0.0863
0.082,0.05,0.05,0.068,0.059,0.05,0.014,0.073,0.059,0.027,0.05,0.05,0.05,0.064,0.073,0.086,0.0962
0.063,0.045,0.063,0.059,0.099,0.09,0.009,0.072,0.041,0.081,0.05,0.032,0.027,0.054,0.081,0.032,0.1024
0.086,0.059,0.081,0.05,0.099,0.032,0.005,0.063,0.045,0.059,0.036,0.041,0.045,0.045,0.063,0.09,0.1008
0.055,0.05,0.091,0.055,0.077,0.05,0.023,0.041,0.082,0.05,0.059,0.045,0.036,0.045,0.064,0.082,0.0955
0.023,0.028,0.106,0.018,0.069,0.083,0.051,0.069,0.078,0.097,0.125,0.032,0.009,0.065,0.046,0.018,0.0821
0.037,0.032,0.073,0.018,0.069,0.082,0.064,0.064,0.041,0.101,0.119,0.05,0.009,0.064,0.059,0.027,0.0897
0.14,0.032,0.077,0.091,0.059,0.036,0.005,0.036,0.068,0.036,0.068,0.036,0.068,0.032,0.063,0.054,0.0982
0.033,0.037,0.117,0.033,0.079,0.103,0.005,0.07,0.084,0.042,0.103,0.033,0.023,0.07,0.037,0.061,0.0718
0.014,0.036,0.041,0.027,0.072,0.104,0.041,0.077,0.018,0.122,0.153,0.045,0.014,0.032,0.104,0.0,0.1024
0.123,0.068,0.059,0.064,0.109,0.068,0.014,0.05,0.055,0.05,0.055,0.023,0.027,0.059,0.05,0.032,0.0939
